기업명,RIM기업가치,매출액증가율,순이익증가율,유동비율,순운전자본비율,부채비율,자기자본비율,매출총이익률,ROA,ROI,총자산회전율
기업은행,352463.1953,0.44230393,0.14629622,1.07225821,0.067388815,13.83925786,0.067388815,0.510081466,0.008738374,0.00643734,0.029012706
카카오뱅크,33061.39431,0.646183206,0.289073983,1.169080796,0.144627127,5.914332208,0.144627127,0.577092511,0.008938129,0.006658046,0.032743616
카카오페이,6878.032138,0.137592673,-1.790560472,2.586175326,0.416028816,0.745886175,0.572775026,0.271228675,-0.013657512,0.008044424,0.156596128
NAVER,92494.54759,0.205717555,-0.959144536,1.174980842,0.02828992,0.445567861,0.691769669,0.27741755,0.038487861,0.019858993,0.242487979
삼성카드,78797.47837,0.029320468,0.129196153,1.363007679,0.266328418,2.754762659,0.266328418,1,0.028656593,0.021007184,0.092910287
신한지주,580785.4017,0.365690496,0.150658951,1.081840866,0.075649634,12.21883459,0.075649634,0.591863223,0.008711698,0.007001494,0.02975169
신세계,52578.06922,0.236907099,0.408074055,0.547165921,-0.153062362,1.295083016,0.435714087,0.125217592,0.044980625,0.038164534,0.544506705
제주은행,2838.516687,0.385116784,0.239130435,1.076752225,0.071281232,13.02644185,0.071294892,0.48,0.003688373,0.003114626,0.034834638
푸른저축은행,2535.6267,0.220113852,-0.172839506,1.281451833,0.219635125,3.553005818,0.219635125,0.709175739,0.018669695,0.014268474,0.045644921
DB손해보험,108683.7874,0.061576009,0.13185932,1.092516461,0.084681983,10.80888734,0.084681983,0.076620667,0.020669307,0.015318637,0.269761507
롯데손해보험,-4824.252163,0.027528584,-1.526271893,1.025667727,0.025025382,38.95942934,0.025025382,-0.032739878,-0.004267592,-0.003520066,0.130348436
한화손해보험,6555.213844,0.046106457,1.309799789,1.013293364,0.013118969,75.22550486,0.013118969,0.038278779,0.01205434,0.010754218,0.314909212
하나금융지주,452967.3548,0.460924776,0.011056511,1.0704085,0.065777224,14.20283066,0.065777224,0.574638147,0.008244895,0.006365566,0.027908856
우리금융지주,409208.2435,0.481045408,0.184013678,1.070463416,0.065825151,14.19176155,0.065825151,0.611443584,0.009221095,0.006918163,0.030500064
메리츠금융지주,122726.665,0.540601307,0.185945633,1.068615332,0.064209571,14.57400225,0.064209571,1.430729025,0.023727538,0.017684881,0.03176465
DGB금융지주,49085.66625,0.35707276,-0.211989888,1.073236856,0.068239229,13.65432735,0.068239229,0.588601928,0.006671743,0.004795041,0.031908336
BNK금융지주,103001.2621,0.346199324,0.028889954,1.085879235,0.07908728,11.64425838,0.07908728,0.560491039,0.008461199,0.0062665,0.034911482
KB금융,548191.4413,0.366684417,-0.048170787,1.076194588,0.07080001,13.12429169,0.07080001,0.633845636,0.00804212,0.00595176,0.029648268
한국금융지주,80212.33004,0.391270553,-0.637424912,1.098034676,0.089281949,10.20060475,0.08928079,0.753534746,0.006323819,0.007412935,0.026960233
JB금융지주,77850.30408,0.329858918,0.176817663,1.086497461,0.079611287,11.56103296,0.079611287,0.612025968,0.013802856,0.010334591,0.042224235
롯데지주,21284.03461,0.42186823,1.238031915,0.911178826,-0.024712068,1.270614255,0.440411447,0.071138543,0.022087538,0.015178982,0.636376345
롯데정보통신,3734.28801,0.12655914,-0.181556196,1.318574514,0.101502466,0.920704846,0.520701915,0.025102606,0.039339374,0.032572543,1.201628627
삼성SDI,255130.9815,0.484822772,0.630998081,1.205422823,0.054360076,0.757368956,0.569032471,0.047281618,0.05975378,0.067401471,0.665094605
SK증권,1185.750309,-0.156764706,-0.792270531,1.110122778,0.099198738,9.080773429,0.099198738,1,0.00276884,0.001330281,0.044347853
NH투자증권,38572.42027,-0.416218064,-0.67482555,1.156451704,0.135285981,6.391748869,0.135285981,1,0.009758873,0.00566928,0.025574461
삼성전자,7283469.378,0.080923503,0.39457746,2.788574623,0.312484487,0.264059212,0.791102181,0.058691122,0.096731111,0.124110302,0.67398503
sk하이닉스,278403.4413,0.037764723,-0.766882968,1.447980971,0.085582667,0.641186276,0.609315356,-0.036872277,0.065555999,0.021581473,0.429584631
현대차 ,952768.1681,0.211859305,0.402329135,0.786027089,-0.062111694,1.813556078,0.355421958,0.054179018,0.038397216,0.031217338,0.557308621
기아,708471.2027,0.238992648,0.136272924,1.345550048,0.118968675,0.873543264,0.533748016,0.062077889,0.098127824,0.073381178,1.174302343
현대모비스,317718.8628,0.244689729,0.052783069,2.235905613,0.255988897,0.465491065,0.682365129,0.027555422,0.036574999,0.044889878,0.936823525
LG에너지솔루션,133139.864,0.433942606,-0.161415206,1.643028773,0.192154446,0.859758762,0.537705552,0.050557452,0.031689791,0.020360632,0.668381228
SK이노베이션,206232.4895,0.665981551,2.879631525,1.160012628,0.06559911,1.892093295,0.345770312,0.016712168,0.058276764,0.028194451,1.161234415
현대건설,52163.14339,0.175671861,-0.150613276,1.771838674,0.323230536,1.107120905,0.474581215,0.017886822,0.027491787,0.022518494,1.015656307
셀트리온,68307.77503,0.206295553,-0.089291709,2.263967236,0.277627849,0.378409995,0.725461242,0.115674256,0.109849449,0.09209566,0.387664002
유한양행,11929.52781,0.052138879,-0.085771948,2.738139106,0.305212925,0.231546967,0.811986897,0.07635995,0.014558984,0.03664011,0.718162333
CJ제일제당,77327.29543,0.144177077,-0.100515464,1.00394892,0.001282769,1.603278689,0.384130982,0.048444954,0.055465595,0.026744899,1.002209028
대한항공,244032.9913,0.563315145,1.988078784,0.954655937,-0.013252775,2.12054883,0.32045645,0.055455055,0.097614638,0.059642661,0.486110967
GS리테일,5005.067985,0.158471524,-0.940596531,0.628496503,-0.082126439,1.224524887,0.449534193,0.061524621,0.02492779,0.004841137,1.141776169
LG이노텍,136305.2287,0.310713521,0.103005741,1.103831023,0.045274465,1.295841343,0.435570168,0.020424311,0.129860317,0.100044927,2.000224636
한국전력,-2350530.606,0.174446547,3.683852289,0.668271239,-0.062895168,4.590555306,0.178873107,-0.076987955,-0.139073699,-0.104039948,0.303476928
농심,14725.23362,0.175028164,0.164658635,1.96025953,0.195076943,0.310715674,0.762941971,0.084369307,0.036972353,0.038224536,1.031106864
해태제과식품,-284.473424,0.039809759,6.333333333,0.480381371,-0.204976132,1.722725482,0.367279039,0.086227342,0.033559959,-0.00318241,0.853898452
SK텔레콤,111504.1422,0.033220687,-0.6081852,0.897185112,-0.026424303,1.575712452,0.388242096,0.252655302,0.051491138,0.030273122,0.552728829
KT&G,126664.5241,0.119156912,0.034472114,2.575713212,0.323719486,0.314480798,0.760756643,0.121047954,0.103050798,0.081720413,0.475657836
하이브,6403.998764,0.414284577,-0.659090909,2.490641554,0.259999179,0.66302455,0.60132638,0.117554329,0.048640769,0.009855453,0.364692838
아진산업,4388.195303,0.247235552,12.66666667,1.113594041,0.035651666,1.793469388,0.357977791,0.080628973,0.067504383,0.04792519,0.873465809
LX세미콘,31366.72435,0.116125974,-0.211538462,3.112207152,0.531327543,0.357007576,0.736972705,0.064596801,0.240849876,0.181218983,1.643377792
포스코퓨쳐엠,14874.87021,0.659663232,-0.088938714,2.109650031,0.23109434,0.749566136,0.571557951,0.021351343,0.035773585,0.026285714,0.712
에스엘,19942.5241,0.39098997,0.724532225,1.623249428,0.232262246,0.718405627,0.58193478,0.039022637,0.067505799,0.056590258,1.423966435
LIG넥스원,16738.80841,0.21874657,0.169362512,0.959726244,-0.025392505,2.221449957,0.310419225,0.047370317,0.059448335,0.040793972,0.737146082
한화에어로스페이스,24700.05439,0.180134984,-0.496355202,1.03857269,0.021045965,2.862913502,0.258871963,0.082053948,0.024885699,0.010028171,0.431448873
롯데하이마트,-54133.6131,-0.137710934,8.180869565,0.862023825,-0.042772502,0.902416429,0.525647269,0.041806521,-0.021102183,-0.214227741,1.354110868
아모레퍼시픽,16667.57231,-0.149739878,-0.285240464,2.087594754,0.155796477,0.213943465,0.823761591,0.148467919,0.036919577,0.022286187,0.712692613
현대글로비스,159386.2546,0.238861136,0.522982635,1.883581196,0.276564009,1.017239374,0.495726988,0.019283297,0.129595469,0.085950223,1.944249088
하이트진로,11075.19407,0.133778201,0.208913649,0.685667858,-0.145077098,1.871145564,0.348293034,0.107423126,0.057178856,0.026039479,0.749265015
에코프로,4752.697157,2.749301955,-0.208183776,1.518509627,0.202009054,1.119835038,0.47173482,0.041686615,0.114706873,0.041266041,1.05497774
삼천당제약,721.4239802,0.059772863,-1.846153846,4.128272251,0.320117868,0.519543974,0.657915885,0.128595601,0.032681489,0.023573533,0.474953121
테스,5895.160692,-0.045842217,-0.367567568,6.798561151,0.479049034,0.097163352,0.911441308,0.009217877,0.166121842,0.139078752,1.063893016
SK바이오팜,-14346.79357,-0.411849021,-3.151234568,2.991416309,0.489009335,1.098231207,0.476663656,0.230706742,-0.197380307,-0.209876543,0.370671484
인텍플러스,2300.084054,-0.007518797,-0.278761062,1.792607803,0.332185886,0.729166667,0.578313253,0.029461279,0.166953528,0.140275387,1.022375215
범한퓨얼셀,452.4301607,0.09978308,-0.303030303,6.105882353,0.6692367,0.218984962,0.820354665,0.017751479,0.01002313,0.017733231,0.390902082
디와이피엔에프,-1458.808405,0.135542169,-3.434782609,1.208469055,0.06086543,0.967259121,0.508321446,0.044208665,-0.056110319,-0.053257252,0.537803138
신흥에스이씨,2492.076638,0.304395304,-0.265917603,0.94473368,-0.021026969,1.13222872,0.468992839,0.032440352,0.047234496,0.029864391,0.728020722
이오테크닉스,9961.708282,0.144026605,0.066298343,5.560367454,0.56421497,0.142459655,0.875304433,0.053667263,0.150673811,0.125345024,0.726091898
SKC,-7827.669963,0.386317463,-1.071866784,1.350205783,0.102485492,1.851643695,0.350674946,0.015037115,0.034459026,-0.003847899,0.490982465
한국항공우주,15495.7775,0.087655622,1.174484053,1.066028405,0.042946838,4.348472337,0.186969276,0.02339517,0.018218311,0.014911739,0.358563635
한미글로벌,3307.763906,0.386153277,0.68125,1.502625656,0.179576521,0.916752312,0.521575985,0.085470085,0.08228357,0.072098633,1.003484321
씨에스윈드,-119.1915946,0.150543933,-1.151468315,1.621673613,0.217926384,0.924516059,0.519640348,0.035857153,0.023658331,-0.005507165,0.772632762
SK오션플랜트,4332.489493,0.375074538,-1.322580645,0.925136187,-0.03942623,1.319391635,0.431147541,0.03555941,0.058934426,0.02295082,0.56704918
HD한국조선해양,-26658.93449,0.116733577,-0.741324921,1.049383045,0.024843141,1.427157024,0.412003279,0.011778985,-0.011899543,-0.009878361,0.578981712
피엔티,8395.26576,0.106168917,0.132827324,1.131520396,0.097803107,3.66509434,0.214357937,0.05576831,0.071513926,0.054876367,0.384042651
삼성물산,236135.7379,0.25269045,0.391394675,1.237574177,0.066112256,0.845242006,0.541934335,0.034954601,0.042869374,0.043149123,0.731783695
해성디에스,23769.37824,0.280744583,1.241912799,1.88956743,0.265009096,0.474625531,0.678138266,0.055396712,0.309884779,0.241661613,1.272589448
비에이치,20591.34363,0.621118611,0.722154223,1.284154331,0.116251365,0.742733564,0.573811178,0.013622033,0.130348456,0.139680334,1.668916907
심텍,37482.73795,0.242861327,1.080304311,0.716666667,-0.076522151,1.067091087,0.483771618,0.283416789,0.278291084,0.194345732,1.340519624
JYP Ent.,9166.627936,0.783909232,0,2.3382643,0.330090002,0.350082102,0.740695694,0.17403874,0.234979324,0.164193627,0.841401119
한화솔루션,46422.40544,0.273067169,-0.406133377,1.259205405,0.074052627,1.407996443,0.415283005,0.049495016,0.040542639,0.015357696,0.572930173
HL만도,12747.06057,0.22266324,-0.33762598,1.385670448,0.141896746,1.57105159,0.38894591,0.036521114,0.042440727,0.020236751,1.285743611
현대위아,8164.411619,0.090319752,-0.22459893,1.770453037,0.24608759,1.021185419,0.49475916,0.015863346,0.028105744,0.005764262,1.087603525
두산퓨얼셀,478.4845488,-0.181699004,-0.551724138,2.160857051,0.35349109,0.963295737,0.509397215,0.041653316,0.007011394,0.003797838,0.303924433
일진하이솔루스,883.0271941,-0.07306712,-0.222222222,12.39662447,0.788613139,0.0883381,0.918832117,0.049495875,0.008175182,0.020437956,0.318540146
초록뱀미디어,-5186.996292,0.291079812,1.02,1.247580645,0.063706163,0.491488703,0.670471052,0.051948052,0.011620668,-0.104793526,0.399460469
나스미디어,3468.192831,0.22705314,0.066420664,1.665646519,0.335907336,1.136963696,0.467953668,0.210629921,0.063899614,0.055791506,0.294208494
나이스정보통신,5337.114957,0.200447427,0.015151515,1.236538462,0.155047028,1.970334101,0.336662465,0.040253448,0.046640163,0.038979928,0.78047125
덴티스,146.9530284,0.325722983,2,0.938995215,-0.038901602,3.058823529,0.246376812,0.149253731,0.042715484,0.00228833,0.664378337
인크로스,2029.592089,0.028957529,-0.27014218,1.725429017,0.392570705,1.23490566,0.44744618,0.080675422,0.082735331,0.065006332,0.224989447
더블유게임즈,-15165.02843,-0.01089569,-2.414587332,2.783665532,0.296940758,0.227864454,0.814422143,0.23537988,0.148834574,-0.178941405,0.499595338
대아티아이,1064.647713,-0.092863285,0.58490566,1.459259259,0.093186373,0.816196542,0.550601202,0.039810427,0.047094188,0.042084168,0.528557114
디아이씨,392.2175525,0.179291645,-0.840677966,0.613850034,-0.259796359,3.514623955,0.221536563,0.028021267,0.048287566,0.007250849,1.073588399
인터로조,3085.438813,0.086472603,0.273684211,2.152298851,0.304018196,0.394291755,0.717210008,0.113475177,0.117892343,0.091736164,0.481046247
CJ CGV,-25694.45241,0.740187424,-0.366883117,0.551186824,-0.154352353,8.161790893,0.109148966,0.307188012,-0.021324448,-0.059558517,0.35576843
SBS,20943.60445,0.118970448,0.081491713,2.55620915,0.33823425,0.612160769,0.620285532,0.029050946,0.131827545,0.111229491,0.833723986
동아쏘시오홀딩스,1395.92089,0.15081075,-0.87107438,0.597597598,-0.131562229,0.73375388,0.576783136,0.078726968,0.021888536,0.004504765,0.586139186
컬러레이,1484.484549,-0.361247947,-0.557251908,8.060606061,0.636115445,0.052134647,0.950078003,0.470437018,0.042901716,0.04524181,0.151716069
파라다이스,3283.665019,0.41761158,-1.201017812,0.591516907,-0.136579809,1.083788274,0.479908871,0.060415248,0.002961697,0.004499502,0.167335896
강원랜드,14649.49073,0.611745307,-11.90566038,1.754253308,0.124454148,0.220296305,0.819473103,0.078539388,0.052209799,0.027736456,0.304885071
제주맥주,-2182.441286,-0.166666667,2.024390244,1.832,0.335483871,0.804664723,0.553225806,0.2375,-0.187096774,-0.4,0.387096774
롯데칠성,15687.44252,0.133913252,-0.043763676,0.88342283,-0.036418734,1.617193032,0.382099083,0.098075096,0.060310073,0.035471739,0.768879028
신세계 I&C,11752.10136,0.134575176,1.156410256,2.551316985,0.353696417,0.327012916,0.753572168,0.034176579,0.077655829,0.17415614,1.236073721
케이엠더블유,-3228.752781,-0.125243665,6.216216216,1.994675186,0.270020237,0.439450687,0.694709454,0.018384401,-0.130095403,-0.077189939,0.518936109
LG전자,155176.4907,0.129340531,0.316678445,1.230860853,0.093474702,1.452254135,0.407788078,0.061939226,0.064380912,0.033778675,1.513292274
티에스이,6736.860321,0.102697433,0.236111111,2.542328042,0.267553924,0.317714631,0.759063791,0.292956086,0.12987609,0.122533272,0.778568151
에스티아이,3903.485785,0.322065728,0.284482759,2.070707071,0.35451505,0.499772002,0.666768015,0.037878788,0.105807236,0.090605047,1.284280936
제이티,2016.622991,0.24847561,0.079136691,2.303846154,0.419554455,0.47985348,0.675742574,0.029304029,0.186881188,0.185643564,1.013613861
프로텍,5588.777503,0.142528736,-0.074309979,5.306930693,0.500719424,0.141215107,0.876258993,0.039235412,0.17294964,0.125467626,0.572086331
넷마블,-98282.69963,0.06641669,-4.556982343,0.434742807,-0.145116165,0.589455335,0.629146336,0.22540585,-0.012164824,-0.099198711,0.299185281
SFA반도체,5654.170581,0.090937451,-0.176043557,3.048206278,0.270706771,0.394709651,0.71699511,0.004003432,0.093198992,0.067269225,1.036301674
엑시콘,1963.480841,0.377643505,-0.552941176,2.909090909,0.185731132,0.171270718,0.853773585,0.327850877,0.060731132,0.089622642,0.537735849
피에스케이홀딩스,5326.568603,-0.107843137,-0.124463519,5.783783784,0.323386114,0.164068037,0.859317905,0.120879121,0.051461632,0.124238733,0.221680877
넥센타이어,-3416.766378,0.24911032,-6.97826087,1.007264092,0.002636716,1.471056259,0.404685242,0.054670055,-0.013766701,-0.006972086,0.658519889
코미코,5574.47466,0.122178988,-0.110169492,1.651920838,0.144404332,0.504850601,0.664517793,0.083564494,0.142857143,0.108303249,0.74368231
아프리카tv,7903.550062,0.156812339,-0.160789845,1.618407446,0.257149,0.928689884,0.518598151,1,0.177166201,0.127929478,0.677273705
코오롱글로벌,17503.09023,-0.046779984,0.037226277,0.949609952,-0.033732049,4.030351438,0.198793268,0.021636371,0.058819378,0.050139374,0.918139797
씨에스베어링,-2618.383189,-0.487447699,14.81818182,1.27202473,0.11289288,0.78989667,0.558691469,0.048979592,-0.05644644,-0.111610006,0.314304041
상아프론테크,926.1433869,0.01512605,-0.204301075,1.183234421,0.073511905,0.816216216,0.550595238,0.051324503,0.038392857,0.02202381,0.539285714
OCI,121917.9283,0.439981504,0.346112559,2.605069708,0.37547995,0.68158249,0.594677933,0.051805707,0.144792825,0.130131199,0.692506115
효성첨단소재,16712.39184,0.067708044,-0.514545455,0.819261538,-0.100078373,2.670335168,0.272463966,0.027646171,0.10737043,0.054588203,1.308958326
효성티앤씨,1330.007417,0.033352722,-0.980950491,0.980823799,-0.009699299,1.85047839,0.350818306,0.016267576,0.028611773,0.004444547,2.056228153
삼성바이오로직스,126826.9345,0.914094388,1.027693089,1.544350114,0.1372685,0.845634148,0.541819191,0.114117216,0.059316974,0.048130213,0.180996376
코오롱인더,23000.19901,0.151305206,-0.071638862,0.926712432,-0.032364454,1.196589953,0.455251104,0.056208663,0.040393104,0.03151495,0.894061797
크래프톤,65020.33498,-0.016654291,-0.037891902,9.466439689,0.577317878,0.179448063,0.847868265,0.290560949,0.124637249,0.08294778,0.307447391
한국카본,2553.105068,0.004078303,0.41958042,1.850287908,0.227063045,0.448292924,0.690586024,0.037638776,0.042371433,0.034683069,0.630958483
현대미포조선,-5462.343634,0.287371848,-0.726420987,1.090192469,0.04747062,1.182825357,0.458131502,-0.001964002,-0.022977128,-0.009224548,0.782801904
다우데이타,27809.90977,0.481314874,-0.186294079,1.728071845,0.329813193,8.172582484,0.10902077,0.159799737,0.015572964,0.014712811,0.195432973
db하이텍,82482.02596,0.379188277,0.763332281,3.283135509,0.434964903,0.295672343,0.771800066,0.074016594,0.362133132,0.263249635,0.789230697
한미반도체,12074.29419,-0.122186495,-0.115900383,4.279365079,0.453667106,0.167392976,0.856609574,0.033882784,0.24571805,0.202678964,0.719367589
삼성엔지니어링,94278.64524,0.34295484,0.69552834,1.186455216,0.119089786,2.045673263,0.328334629,0.032105666,0.089556232,0.075846956,1.28101469
HD현대건설기계,14452.12237,0.070425966,-0.213607595,1.711145083,0.283274372,1.068374018,0.483471554,0.05515417,0.04946935,0.028823291,1.019428174
덕산네오룩스,5074.121137,-0.076802508,-0.168803419,11.68518519,0.478838174,0.12862941,0.886030429,0.035087719,0.124204703,0.107607192,0.48879668
SK바이오사이언스,15780.79234,-0.508396125,-0.655026753,4.693947368,0.655352724,0.229775507,0.813156543,0.001970659,0.053690648,0.057192213,0.213221906
셀트리온제약,3325.428925,-0.031853524,-0.248554913,1.471226415,0.166583292,0.680773543,0.594964149,0.072279793,0.063698516,0.043355011,0.643655161
셀트리온헬스케어,17992.96415,0.092934331,-0.035386632,1.904628269,0.455888295,1.160539335,0.462847394,0.077679749,0.051385085,0.033044493,0.442733354
동진쎄미켐,21972.02472,0.254800654,0.51797862,1.555137373,0.214654733,0.961044521,0.509932329,0.055037057,0.157389216,0.113657862,1.060321618
카카오,167321.9308,0.158081705,-0.354513425,1.648045049,0.13280641,0.696990075,0.589278638,0.244878145,0.025270538,0.046273434,0.30948244
삼성전기,128126.5451,-0.025881137,0.085317894,1.935883727,0.214891063,0.429414441,0.699587168,0.041126414,0.10755465,0.090341178,0.856999964
덕산하이메탈,796.9542645,0.850053937,-0.807570978,2.239263804,0.166712517,0.195330483,0.836588721,0.026822157,-0.007427785,0.016781293,0.471801926
유니테스트,-637.1569839,0.080279232,-0.060606061,3.178041543,0.386926726,0.325418994,0.75487612,0.068659128,-0.031628888,-0.032683184,0.652609383
유니셈,2523.925834,-0.144883485,-0.486910995,3.696465696,0.552620366,0.177031093,0.849595228,0.195892575,0.123561994,0.083510865,1.078824031
넥스틴,6467.228677,1.012259194,1.397790055,4.935643564,0.655940594,0.21686747,0.821782178,0.116623151,0.466171617,0.358085809,0.948019802
제우스,4568.257108,0.26996008,1.159509202,1.665344964,0.274048669,1.193051576,0.455985628,0.045383104,0.075616528,0.057488159,0.83129185
유진테크,4922.625464,-0.043130006,-0.325949367,3.831185567,0.506221198,0.251802711,0.798847926,0.112041211,0.123502304,0.098156682,0.715668203
한솔아이원스,4544.504326,0.001221747,0.025362319,0.625806452,-0.153034301,0.50795756,0.663148637,0.353874314,0.158751099,0.124450308,0.720756376
티씨케이,12816.19654,0.180206795,0.148962149,5.50882825,0.584599376,0.152794435,0.867637877,0.087296621,0.264308012,0.195837669,0.665140479
하나머티리얼즈,10631.19901,0.133530063,0.20089955,1.434951456,0.093411176,0.611895161,0.620517098,0.072567524,0.195371143,0.167014178,0.640742285
에이프로,-189.9703337,0.291056911,0.307692308,1.32106599,0.180327869,1.340567613,0.426942267,0.164987406,-0.017818959,-0.012116892,0.56593015
테크윙,4162.501854,0.045330207,0.941520468,1.024872809,0.009010854,0.988192182,0.502969486,0.045233645,0.118165062,0.067990989,0.547818964
원익머트리얼즈,7586.665019,0.870936595,0.09280303,1.81085044,0.189708405,0.309160305,0.763979417,0.037846207,0.152315609,0.09897084,0.997084048
엘오티베큠,3195.660074,0.441448382,0.06763285,1.905544148,0.272474513,0.530496454,0.653382762,0.095938001,0.09206055,0.068273092,1.15600865
원익홀딩스,13207.77256,0.319059739,-0.098670399,0.983625731,-0.004626825,0.374205268,0.727733407,0.241430193,0.057835307,0.070944643,0.485265767
원익QnC,7317.003708,0.254927095,-0.0688,1.454132231,0.086243428,1.711853586,0.368751471,0.085674157,0.0903241,0.045672134,0.614611944
